store,sku,pn,url,price,seller
Walmart,38435779,59418213,http://www.walmart.com/ip/Flex-2-15-15.6-Notebook-PC-Intel-Pentium-N3530-4GB-RAM-500GB-HDD/38435779,479.99,Walmart.com
Walmart,37814319,59418222,http://www.walmart.com/ip/Lenovo-Black-15.6-IdeaPad-Y50-Laptop-PC-with-Intel-Core-i5-4200H-Processor-8GB-Memory-1TB-Hard-Drive-and-Windows-8.1/37814319,922.99,Walmart.com
Walmart,38338289,59418242,http://www.walmart.com/ip/Lenovo-Black-15.6-IdeaPad-Flex-2-15D-Laptop-PC-with-AMD-A8-6410-Quad-Core-Processor-8GB-Memory-Touchscreen-1TB-Hard-Drive-and-Windows-8.1/38338289,476.99,Walmart.com
Walmart,37388775,59418264,http://www.walmart.com/ip/Lenovo-Black-15.6-Flex-2-15-Laptop-PC-with-Intel-Core-i7-4510U-Processor-8GB-Memory-Touchscreen-1TB-Hard-Drive-and-Windows-8.1/37388775,849,Walmart.com
Walmart,38338285,59418273,http://www.walmart.com/ip/Flex-2-14-Touchscreen-Notebook-PC/38338285,686.99,Walmart.com
Walmart,37814322,59420879,http://www.walmart.com/ip/Lenovo-Black-10.1-Flex-10-Laptop-PC-with-Intel-Celeron-N2807-Dual-Core-Processor-2GB-Memory-Touchscreen-500GB-Hard-Drive-and-Windows-8.1/37814322,346.43,Walmart.com
Walmart,38435763,59423000,http://www.walmart.com/ip/B50-15.6-HD-Notebook-PC-Intel-i3-4GB-RAM-500GB-HDD/38435763,549.99,Walmart.com
Walmart,39500064,15-G173WM,http://www.walmart.com/ip/HP-Regal-Purple-15.6-15-g173wm-Laptop-PC-with-AMD-Quad-Core-A8-6410-APU-Processor-4GB-Memory-750GB-Hard-Drive-and-Windows-8.1/39500064,413.29,Walmart.com
Walmart,39500063,17-F029WM,http://www.walmart.com/ip/HP-Natural-Silver-17.3-Pavilion-17-f029wm-Laptop-PC-with-AMD-Quad-Core-A6-6310-APU-Processor-4GB-Memory-750GB-Hard-Drive-and-Windows-8.1/39500063,441.11,Walmart.com
Walmart,37814314,20A70037US,http://www.walmart.com/ip/Lenovo-Black-14-ThinkPad-X1-Laptop-PC-with-Intel-Core-i7-4600U-Dual-Core-Processors-8GB-Memory-Touchscreen-256GB-SSD-and-Windows-8.1-Pro/37814314,1923.02,Walmart.com
